"","ID","Name","NumberOfPersons","global_id","Year","Month","Sex"
"521","521","Ева",99,"62367795",2015,"июнь","female"
"522","522","Кира",86,"62367796",2015,"июнь","female"
"523","523","Вера",67,"62367797",2015,"июнь","female"
"524","524","Маргарита",66,"62367798",2015,"июнь","female"
"525","525","Таисия",65,"62367800",2015,"июнь","female"
"526","526","Алёна",62,"62367801",2015,"июнь","female"
"527","527","Кристина",62,"62367802",2015,"июнь","female"
"528","528","Алина",59,"62367803",2015,"июнь","female"
"529","529","Юлия",53,"62367804",2015,"июнь","female"
"530","530","Елена",46,"62367805",2015,"июнь","female"
"531","531","Диана",45,"62367806",2015,"июнь","female"
"532","532","Амина",44,"62367807",2015,"июнь","female"
"533","533","Ольга",43,"62367808",2015,"июнь","female"
"534","534","Стефания",42,"62367809",2015,"июнь","female"
"535","535","Евгения",36,"62367810",2015,"июнь","female"
"536","536","Майя",34,"62367811",2015,"июнь","female"
"537","537","Ангелина",32,"62367812",2015,"июнь","female"
"538","538","Надежда",30,"62367813",2015,"июнь","female"
"539","539","Яна",29,"62367814",2015,"июнь","female"
"540","540","Марина",29,"62367815",2015,"июнь","female"
"541","541","Есения",28,"62367816",2015,"июнь","female"
"542","542","Татьяна",27,"62367817",2015,"июнь","female"
"543","543","Эмилия",27,"62367818",2015,"июнь","female"
"544","544","Мирослава",26,"62367819",2015,"июнь","female"
"545","545","Элина",26,"62367820",2015,"июнь","female"
"546","546","Злата",26,"62367821",2015,"июнь","female"
"547","547","Агата",25,"62367822",2015,"июнь","female"
"548","548","Ирина",23,"62367823",2015,"июнь","female"
"549","549","Ярослава",23,"62367824",2015,"июнь","female"
"550","550","Сафия",23,"62367825",2015,"июнь","female"
"551","551","Аделина",22,"62367826",2015,"июнь","female"
"552","552","Марьям",20,"62367827",2015,"июнь","female"
"553","553","Евдокия",18,"62367828",2015,"июнь","female"
"554","554","Антонина",18,"62367829",2015,"июнь","female"
"555","555","Ясмина",17,"62367830",2015,"июнь","female"
"556","556","Любовь",17,"62367831",2015,"июнь","female"
"557","557","Нина",17,"62367832",2015,"июнь","female"
"558","558","Олеся",16,"62367834",2015,"июнь","female"
"559","559","Светлана",16,"62367835",2015,"июнь","female"
"560","560","Ника",16,"62367836",2015,"июнь","female"
"561","561","Николь",16,"62367837",2015,"июнь","female"
"562","562","Карина",15,"62367838",2015,"июнь","female"
"563","563","Алия",15,"62367839",2015,"июнь","female"
"564","564","Лидия",14,"62367840",2015,"июнь","female"
"565","565","Дарина",13,"62367841",2015,"июнь","female"
"566","566","Милена",13,"62367842",2015,"июнь","female"
"567","567","Лилия",13,"62367843",2015,"июнь","female"
"568","568","Марьяна",12,"62367844",2015,"июнь","female"
"569","569","Лейла",12,"62367845",2015,"июнь","female"
"570","570","Мила",12,"62367846",2015,"июнь","female"
"571","571","Камилла",11,"62367847",2015,"июнь","female"
"572","572","Камила",11,"62367848",2015,"июнь","female"
"573","573","Зоя",11,"62367849",2015,"июнь","female"
"574","574","Амелия",11,"62367850",2015,"июнь","female"
"575","575","Фатима",11,"62367851",2015,"июнь","female"
"576","576","Амалия",11,"62367852",2015,"июнь","female"
"577","577","Ариана",10,"62367853",2015,"июнь","female"
"578","578","Марианна",10,"62367854",2015,"июнь","female"
"579","579","Виолетта",10,"62367855",2015,"июнь","female"
"580","580","Каролина",10,"62367857",2015,"июнь","female"
"581","581","Альбина",9,"62367858",2015,"июнь","female"
"582","582","Аиша",9,"62367859",2015,"июнь","female"
"583","583","Марта",9,"62367860",2015,"июнь","female"
"584","584","Амира",9,"62367861",2015,"июнь","female"
"585","585","Аглая",9,"62367862",2015,"июнь","female"
"586","586","Самира",9,"62367863",2015,"июнь","female"
"587","587","Эмма",9,"62367864",2015,"июнь","female"
"588","588","Малика",8,"62367865",2015,"июнь","female"
"589","589","Раяна",8,"62367866",2015,"июнь","female"
"590","590","Эвелина",8,"62367867",2015,"июнь","female"
"591","591","Наталья",8,"62367868",2015,"июнь","female"
"592","592","Анжелика",8,"62367869",2015,"июнь","female"
"593","593","Айлин",8,"62367870",2015,"июнь","female"
"594","594","Асия",8,"62367871",2015,"июнь","female"
"595","595","Аяна",8,"62367872",2015,"июнь","female"
"596","596","Агния",8,"62367873",2015,"июнь","female"
"597","597","Милослава",8,"62367874",2015,"июнь","female"
"598","598","Евангелина",8,"62367875",2015,"июнь","female"
"599","599","Алисия",7,"62367876",2015,"июнь","female"
"600","600","Сабина",7,"62367877",2015,"июнь","female"
"601","601","Мария",331,"62367878",2015,"июль","female"
"602","602","Анна",287,"62367879",2015,"июль","female"
"603","603","Анастасия",270,"62367880",2015,"июль","female"
"604","604","София",230,"62367881",2015,"июль","female"
"605","605","Виктория",226,"62367882",2015,"июль","female"
"606","606","Елизавета",218,"62367883",2015,"июль","female"
"607","607","Александра",214,"62367884",2015,"июль","female"
"608","608","Полина",203,"62367885",2015,"июль","female"
"609","609","Алиса",200,"62367886",2015,"июль","female"
"610","610","Варвара",191,"62367887",2015,"июль","female"
"611","611","Дарья",179,"62367888",2015,"июль","female"
"612","612","Екатерина",172,"62367889",2015,"июль","female"
"613","613","Арина",149,"62367890",2015,"июль","female"
"614","614","Софья",138,"62367891",2015,"июль","female"
"615","615","Ксения",133,"62367892",2015,"июль","female"
"616","616","Вероника",128,"62367893",2015,"июль","female"
"617","617","Василиса",124,"62367894",2015,"июль","female"
"618","618","Валерия",122,"62367895",2015,"июль","female"
"619","619","Милана",121,"62367896",2015,"июль","female"
"620","620","Ульяна",121,"62367897",2015,"июль","female"
"621","621","Ева",107,"62367898",2015,"июль","female"
"622","622","Маргарита",82,"62367899",2015,"июль","female"
"623","623","Вера",81,"62367900",2015,"июль","female"
"624","624","Алёна",79,"62367901",2015,"июль","female"
"625","625","Ольга",75,"62367902",2015,"июль","female"
"626","626","Кира",74,"62367903",2015,"июль","female"
"627","627","Кристина",65,"62367904",2015,"июль","female"
"628","628","Юлия",61,"62367905",2015,"июль","female"
"629","629","Ангелина",58,"62367906",2015,"июль","female"
"630","630","Алина",58,"62367907",2015,"июль","female"
"631","631","Таисия",55,"62367908",2015,"июль","female"
"632","632","Диана",49,"62367909",2015,"июль","female"
"633","633","Амина",46,"62367911",2015,"июль","female"
"634","634","Яна",44,"62367912",2015,"июль","female"
"635","635","Евгения",42,"62367913",2015,"июль","female"
"636","636","Мирослава",40,"62367914",2015,"июль","female"
"637","637","Сафия",34,"62367915",2015,"июль","female"
"638","638","Ирина",29,"62367916",2015,"июль","female"
"639","639","Надежда",29,"62367917",2015,"июль","female"
"640","640","Елена",28,"62367918",2015,"июль","female"
"641","641","Стефания",28,"62367919",2015,"июль","female"
"642","642","Татьяна",26,"62367920",2015,"июль","female"
"643","643","Марина",26,"62367921",2015,"июль","female"
"644","644","Ника",26,"62367922",2015,"июль","female"
"645","645","Аделина",25,"62367924",2015,"июль","female"
"646","646","Майя",25,"62367925",2015,"июль","female"
"647","647","Элина",24,"62367926",2015,"июль","female"
"648","648","Эмилия",24,"62367927",2015,"июль","female"
"649","649","Олеся",22,"62367928",2015,"июль","female"
"650","650","Ясмина",22,"62367929",2015,"июль","female"
"651","651","Агата",22,"62367930",2015,"июль","female"
"652","652","Марьям",22,"62367931",2015,"июль","female"
"653","653","Аиша",21,"62367932",2015,"июль","female"
"654","654","Ярослава",20,"62367933",2015,"июль","female"
"655","655","Милена",20,"62367934",2015,"июль","female"
"656","656","Злата",19,"62367936",2015,"июль","female"
"657","657","Дарина",18,"62367937",2015,"июль","female"
"658","658","Любовь",18,"62367938",2015,"июль","female"
"659","659","Есения",18,"62367939",2015,"июль","female"
"660","660","Антонина",15,"62367940",2015,"июль","female"
"661","661","Камилла",15,"62367941",2015,"июль","female"
"662","662","Алия",14,"62367942",2015,"июль","female"
"663","663","Мила",14,"62367943",2015,"июль","female"
"664","664","Каролина",14,"62367944",2015,"июль","female"
"665","665","Агния",14,"62367945",2015,"июль","female"
